UI_VR_RECENTRE	{Recentre VR View}
WAR_NPC_HOT_DESC_4	{The Vy'keen stares unblinkingly, oblivious to my presence. Their muscular body sways rhythmically to some internal beat. An object in their hands glows hot, apparently the material focus of their trance.}
WAR_NPC_HOT_OPT_A_4	{Examine glowing object}
WAR_NPC_HOT_OPT_B_4	{Take object}
WAR_NPC_HOT_OPT_C_4	{Wake Vy'keen}
WAR_NPC_HOT_RES_A_4	{The drone-shaped effigy is carved from a greyish stone, marbled with streaks of orange. In the space where the Sentinel's crimson eye would be, the orange veins glow especially bright.
The warrior becomes aware of my proximity, stirring from their trance. They watch me suspiciously.}
WAR_NPC_HOT_RES_B_4	{Immediately disturbed from their trance, the warrior fixes me with a fierce glare. They pull the effigy closer to themselves, its bright luminance dimming to a gentle glow.}
WAR_NPC_HOT_RET_OPT_A_4	{Join trance}
WAR_NPC_HOT_RET_OPT_B_4	{Make small offering}
WAR_NPC_HOT_RET_RES_A_4	{<AUDIO>WARRIORANGRY<>%NAME% and I inhale battle gas and shout together, the cries rich and violent in our throats.
<AUDIO>WARRIORANGRY<>I am not sure how long the Vy'keen and I are stood for, bellowing - but when I am next aware of my surroundings, I feel refreshed, as though waking from the most satisfying sleep.}
WAR_NPC_HOT_RET_RES_B_4	{%NAME% seems pleased, and accepts my mordite offering. The Vy'keen applies some of the thick paste to their brow, and sloppily consumes the remainder. They issue me a small payment as thanks.}
WAR_NPC_HOT_RET_RES_C_4	{%NAME% is irritated by my inappropriate offering, and dismisses me. They wish to return to their ritual.}
WAR_NPC_HOT_DESC_5	{The Vy'keen examines me, intensely. Their hungry gaze seems to peel back the protection of my Exosuit, as though considering the possible flavour of the flesh within. They look weakened, and desperate...}
DNT_WAR_NPC_HOT_LANG_5	{Despair, I suffer... many moons pass since last meal... grah! Consider eating interloper...}
WAR_NPC_HOT_OPT_A_5	{Help them}
WAR_NPC_HOT_OPT_B_5	{Exploit their weakness}
WAR_NPC_HOT_RES_A_5	{Desperately clinging to pride, %NAME% gives a curt nod towards my suit pack. Their belly growls tellingly.}
WAR_NPC_HOT_RES_B_5	{I heft my Multi-Tool, emphasising the weight of its weapon attachments. %NAME% stares back at me with pure loathing, too drained to fight, but too defiant to offer a bribe.}
WAR_NPC_HOT_RET_OPT_A_5	{Offer local food}
WAR_NPC_HOT_RET_OPT_B_5	{Offer exotic food}
WAR_NPC_HOT_RET_OPT_C_5	{Offer food substitute}
WAR_NPC_HOT_RET_RES_A_5	{%NAME% wrests the food from my hands the instant it leaves my storage pack. Unceremoniously, they cram it into their face. For several minutes, only the wet sound of chewing breaks the silence.
The Vy'keen breathes heavily following their hasty feeding. Reinvigorated and grateful, they thank me with a gift.}
WAR_NPC_HOT_RET_RES_B_5	{%NAME% wrests the food from my hands the instant it leaves my storage pack. Unceremoniously, they cram it into their face. For several minutes, only the wet sound of chewing breaks the silence.
The Vy'keen breathes heavily following their hasty feeding. The cooling properties of the tubers have brought them profound relief. Reinvigorated and grateful, they thank me with a gift.}
WAR_NPC_HOT_RET_RES_C_5	{%NAME% looks disappointed, but hunger overrides their pride. They grab the offered compound and hastily devour it. Relieved, if not fully satisfied, they give me a small gift in thanks.}
WAR_NPC_COLD_DESC_2	{This wild-eyed Vy'keen regards me with great suspicion as I approach. I notice that their hands are grimy and damp with sleet. <MOOD>Neutral<>After a moment of deliberation, they seem to decide they can trust me.
I am shown a crude schematic of tightly-arranged native flora, flanked by several crossed-out sentinel drones. I am not sure I understand the full meaning, but the Vy'keen nods vigorously. I gather that they are <STELLAR>asking for my assistance<>...}
DNT_WAR_NPC_COLD_LANG_2	{I have knowledge of you, worthy Interloper. Assist with tradition, drive away cowardly sentinels with plants.}
WAR_NPC_COLD_OPT_A_2	{Offer botanical assistance}
WAR_NPC_COLD_OPT_B_2	{Leave}
WAR_NPC_COLD_RES_A_2	{I nod back at the Vy'keen. I am glad of my Exosuit's protection as their huge icy hand shakes mine.}
WAR_NPC_COLD_RES_B_2	{The Vy'keen's suspicious manner returns.}
WAR_NPC_COLD_FARM_RET	{%NAME% tenses as I approach, their hand jumping reflexively to their Multi-Tool. Then they recognise me, and relax. A solitary bark of laughter escapes them.}
WAR_NPC_COLD_FARM_RET_OPT_A	{Give samples}
WAR_NPC_COLD_FARM_RET_RES_A	{%NAME% laughs again as they seize the Frost Crystal. They stuff it unceremoniously into a cylindrical device, which melts away most of the vegetation, leaving only the seeds intact.
They place these seeds in my hand. They are to be planted outside, in - they insist - an 'aggressive' configuration.}
WAR_NPC_COLD_DESC_3	{I have interrupted this Vy'keen mid repair job: they have been threading new lengths of carbon nanotubes into a worn and battered signal booster. They clutch a datapad in one fist, significantly slowing their repair efficiency.}
DNT_WAR_NPC_COLD_LANG_3	{Leave, interloper! I journey to ancient Vy'keen site. You will not understand.}
WAR_NPC_COLD_OPT_A_3	{Examine signal booster}
WAR_NPC_COLD_OPT_B_3	{Examine datapad}
WAR_NPC_COLD_RES_A_3	{The Vy'keen's equipment has been pushed to the point of breakage, but it is not beyond repair. The warrior lifeform has applied themselves to the task with stubborn persistence, and now waits impatiently for me to leave.}
WAR_NPC_COLD_RES_B_3	{A traditional illustration of an alien monument, dusted with snow, embellishes the top of the document. Below, I recognise topographic contours, a locally-visible constellation... this is almost certainly a map. 
In search of this ancient Vy'keen structure, %NAME% appears to have been tracing a path between various facilities on this planet, but has found themselves lost. They can't have strayed too far off course...}
WAR_NPC_COLD_RET_OPT_A_3	{Offer repair resources}
WAR_NPC_COLD_RET_OPT_B_3	{Offer to scan for structures}
WAR_NPC_COLD_RET_RES_A_3	{The warrior snarls at me, displeased. They have all the resources they need.}
WAR_NPC_COLD_RET_RES_B_3	{%NAME% pauses, seeming to understand my proposal. They stare at me, considering. <MOOD>Positive<>Eventually they give a curt nod, and tap at one of the buildings on the map. A scan to <STELLAR>locate nearby structures<> should set them back on track...}
WAR_NPC_COLD_RET2_OPT_A_3	{Abandon task}
WAR_NPC_COLD_RET2_RES_A_3	{The Vy'keen gives me a hard stare. They resume their repair work. It is as though our conversation never happened.}
WAR_NPC_COLD_DESC_4	{The Vy'keen seems distracted, struggling to meet my eyes. Their Exosuit appears pristine, no visible breach in the nano-fibres, but their groans suggest a hidden injury. I notice blood mixed with the snow on their boots.}
DNT_WAR_NPC_COLD_LANG_4	{A sentinel victory... this ending is unacceptable. Vy'keen must fight again... must not be destroyed by tiny blood...}
WAR_NPC_COLD_OPT_A_4	{Staunch bleeding}
WAR_NPC_COLD_OPT_B_4	{Offer pain relief}
WAR_NPC_COLD_RES_A_4	{%NAME% cringes, wrestling with their pride, then cringes a second time, clutching at their ribs. A sigh escapes them, and they accept my aid. My action has addressed their discomfort, but also diminished their status.
Appealing to me for command, they share a recent battle log: a violent conflict with a Sentinel Walker, resulting in several slain Vy'keen. As their troupe's only survivor, %NAME% wishes to know how to ensure their next victory...}
WAR_NPC_COLD_RET_OPT_A_4	{Suggest Multi-Tool upgrade}
WAR_NPC_COLD_RET_OPT_B_4	{Suggest recuperation}
WAR_NPC_COLD_RET_OPT_C_4	{Suggest surrender}
WAR_NPC_COLD_RET_RES_A_4	{The Vy'keen is suddenly reinvigorated, fury glittering hot in their eyes, nodding in passionate agreement. They give their old Multi-Tool one final reverent look, as though to say goodbye, then offer it to me.}
WAR_NPC_COLD_RET_RES_B_4	{The Vy'keen looks at me with respect, nodding slowly, absorbing the wisdom of my suggestion. They offer me a gift as thanks, then, with time on their hands, begin to draw up a new battle strategy.}
WAR_NPC_COLD_RET_RES_C_4	{The atmosphere is suddenly tense, the facility colder than before. The Vy'keen glares at me, their expression growing increasingly hateful. I leave before the situation escalates.}
WAR_NPC_COLD_DESC_5	{The brawny Vy'keen pauses in their work. They appear to have been iterating upon a medical simulation, tweaking parameters and reviewing. The intelligence in their eyes makes them seem especially dangerous.}
DNT_WAR_NPC_COLD_LANG_5	{Grah! Interloper is interested in Vy'keen military visual gain? New eyes have greatest resist stars light on snow!}
WAR_NPC_COLD_OPT_A_5	{Watch simulation}
WAR_NPC_COLD_RES_A_5	{%NAME% directs my attention around the simulation. They are developing a surgical technique to replace a natural Vy'keen cornea with a polarised synthetic, effective for reducing glare from snowy terrain.}
WAR_NPC_COLD_RET_OPT_A_5	{Ask how it works at night}
WAR_NPC_COLD_RET_OPT_B_5	{Purchase vision technology}
WAR_NPC_COLD_RET_RES_A_5	{Amused by my ignorance, %NAME% shows me a close-up video of a Vy'keen eye. As the lighting in the video shifts, the eye's large central pupil divides into sixteen tiny pupils, each dialating and contracting in sync.
It is unclear whether this is a naturally evolved trait or the result of bioengineering. Both possibilities seem equally disturbing.}
WAR_NPC_COLD_RET_RES_B_5	{The lifeform takes a cursory look at my eyes, then chuckles. This procedure is only suitable for Vy'keen. The optic structure of any lesser species would reject the implant.
However, %NAME% indicates some alternative military technologies that might interest me, in exchange for undertaking a quick sensory test...}
WAR_NPC_COLD_RET2_OPT_A_5	{Perform olfactory test}
WAR_NPC_COLD_RET2_OPT_B_5	{Perform tactile test}
WAR_NPC_COLD_RET2_OPT_C_5	{Perform auditory test}
WAR_NPC_COLD_RET2_OPT_D_5	{Run away}
WAR_NPC_COLD_RET2_RES_A_5	{The Vy'keen presents me with a bottle of Gek pheromone, a look of disgust passing over their features as they handle it. Inhaling, I am flooded with a violent urge... to trade.
%NAME% makes a note of my response. In appreciation for my contribution to Vy'keen military research, they gift me some technology they have been developing.}
WAR_NPC_COLD_RET2_RES_B_5	{The Vy'keen coats my gloves with a glistening layer of what looks like mucus. It dries instantly. They then ask me to hold tight to a shard of ice - incredibly, it does not slip from my hand, but remains tighly gripped.
%NAME% makes a note, looking pleased. In appreciation for my contribution to Vy'keen military research, they gift me some technology they have been developing.}
WAR_NPC_COLD_RET2_RES_C_5	{With a lipless smile, the Vy'keen presses something moist into my ears<AUDIO>WPN_PL_TAKEOUT<> - then fires<AUDIO>WPN_PL_PISTOL<> their Multi-Tool very close to my head. The sound is muted, as though heard from a distance.
%NAME% makes a note, looking pleased. In appreciation for my contribution to Vy'keen military research, they gift me some technology they have been developing.}
WAR_NPC_LUSH_DESC_2	{This Vy'keen has the sharp eyes of an officer of their species. They are reviewing a battle plan, which they openly share with me. Unambiguously illustrated at the centre of the plan is a plant-based diversion.
The Vy'keen seems convinced that increasing the local flora in one area will distract sentinel patrols from resource harvesting in another area. The warrior looks at me, clearly <STELLAR>asking for my assistance<>...}
DNT_WAR_NPC_LUSH_LANG_2	{Good battle plans! Quietly to victory against vile sentinels... we move left, they look right. We strike, take resources.}
WAR_NPC_LUSH_OPT_A_2	{Offer botanical assistance}
WAR_NPC_LUSH_OPT_B_2	{Leave}
WAR_NPC_LUSH_RES_A_2	{%NAME% indicates that I should search for existing occurrences of wild <TRADEABLE>Star Bramble<>. Harvesting their seeds is the first step to establishing the diversion plantation.}
WAR_NPC_LUSH_RES_B_2	{Demonstrating an emotional restraint rare to their species, the Vy'keen doesn't seem angry - just disappointed.}
WAR_NPC_LUSH_FARM_RET	{I have returned at a good time. %NAME% seems frustrated. Some positive news will cheer them.}
WAR_NPC_LUSH_FARM_RET_OPT_A	{Give samples}
WAR_NPC_LUSH_FARM_RET_RES_A	{The Vy'keen thanks me, but still seems troubled.
Seizing this chance to unburden themselves, they share battle logs of this planet's ongoing war. Over time, a stalemate has emerged. The sentinel forces seem infinitely renewable. The Vy'keen just cannot get ahead.
If this plan succeeds, if growing these new resources satisfies the sentinel's obsession with balance, what then? Will the Vy'keen forces be forever committed to exchanging new resources for old?}
WAR_NPC_LUSH_FARM_RET2_OPT_A	{Suggest escalating conflict}
WAR_NPC_LUSH_FARM_RET2_OPT_B	{Suggest continuing the strategy}
WAR_NPC_LUSH_FARM_RET2_OPT_C	{Point out benefits of sustainability}
WAR_NPC_LUSH_FARM_RET2_RES_A	{%NAME% goes quiet, considering the counsel. A larger confrontation would be in keeping with traditional Vy'keen tactics.
The Vy'keen shakes themselves back into the present. They insert the Star Bulbs into a small device. It rotates violently, rending the seeds from their bedding. They return the seeds to me, ready to plant outside.}
WAR_NPC_LUSH_FARM_RET2_RES_B	{%NAME% grunts non-committally. They will need more time to consider this.
The Vy'keen shakes themselves back into the present. They insert the Star Bulbs into a small device. It rotates violently, rending the seeds from their bedding. They return the seeds to me, ready to plant outside.}
WAR_NPC_LUSH_FARM_RET2_RES_C	{%NAME% is surprised. They hadn't considered this angle - that renewing the flora here could sustain Vy'keen resource harvests for longer, regardless of sentinel interference.
They shake themselves back into the present. They insert the Star Bulbs into a small device. It rotates violently, rending the seeds from their bedding. They return the seeds to me, ready to plant outside.}
WAR_NPC_LUSH_DESC_3	{This Vy'keen looks to be at peak fitness. Their complexion glows, and their eyes are especially clear and bright. They seem to be inspecting their equipment for wear and tear, resting between sessions of battle training.}
DNT_WAR_NPC_LUSH_LANG_3	{Greetings interloper! Are you also here to train on hazard absent planet? Equipment performance is strongest here.}
WAR_NPC_LUSH_OPT_A_3	{Ask about training}
WAR_NPC_LUSH_OPT_B_3	{Ask about equipment}
WAR_NPC_LUSH_RES_A_3	{%NAME% nods - they have been training extensively. They demonstrate their progress by flexing a humongous muscle, seemingly oblivious to any intimidation the gesture might cause.
I flinch when they suddenly turn on me, hand balled into a fist, but the anticipated strike never lands. Instead, they seem to be posing a question, inviting me to spar with them.}
WAR_NPC_LUSH_RETA_OPT_A_3	{Train with the Vy'keen}
WAR_NPC_LUSH_RETA_OPT_B_3	{Decline}
WAR_NPC_LUSH_RETA_RES_A_3	{The warrior rumbles approvingly, and - before I can react - quick draws their Multi-Tool and fires a boltcaster shot into my leg. Before they can shoot again, I manage to knock the barrel aside and fire a return shot.
%NAME% reels back in pain, seeming impressed. I have earned their respect.}
WAR_NPC_LUSH_RETA_RES_B_3	{The warrior's mood grows cold. Their opinion of me has suffered.}
WAR_NPC_LUSH_RES_B_3	{The warrior shows me the upgrades enhancing their equipment. Their suit appears to be in exceptionally good repair, considering its occupant's heavy training schedule. This planet's gentle climate must help preserve it.}
WAR_NPC_LUSH_RETB_OPT_A_3	{Ask about upgrades}
WAR_NPC_LUSH_RETB_OPT_B_3	{Ask about resources}
WAR_NPC_LUSH_RETB_RES_A_3	{%NAME% shrugs, and casually uninstalls one of their upgrades, offering it to me. They have little need for it here, and their physical progress will only accelerate with fewer technological aids.}
WAR_NPC_LUSH_RETB_RES_B_3	{%NAME% shrugs, and generously offers some of their excess resources. This planet is undemanding on their equipment, and they find themselves oversupplied.}
WAR_NPC_DUST_DESC_2	{This Vy'keen is in a cheerful mood. They hiccough, then burst into laughter, pounding me on the back as though we have just shared some marvellous joke.
Conspiratorially, they beckon me closer. They have been developing a method of juicing cactus flesh. This could become an alternative to GrahGrah, a new tincture to give an edge in battle.
Their Echinocactus supply is beginning to run low, however. They seem to be <STELLAR>asking for my assistance<>...}
DNT_WAR_NPC_DUST_LANG_2	{Today is glorious, interloper! I create powerful new drink from plant extraction. Enzyme is similar to gas. Gives courage and aggression to war cries!}
WAR_NPC_DUST_OPT_A_2	{Offer botanical assistance}
WAR_NPC_DUST_OPT_B_2	{Leave}
WAR_NPC_DUST_RES_A_2	{%NAME%'s mouth curls into something approaching a grin.}
WAR_NPC_DUST_RES_B_2	{%NAME% seems disappointed by my lack of ambition. They are convinced this product is destined for greatness.}
WAR_NPC_DUST_FARM_RET	{%NAME% hollers an exuberant greeting when they see me.}
WAR_NPC_DUST_FARM_RET_OPT_A	{Give samples}
WAR_NPC_DUST_FARM_RET_RES_A	{The Vy'keen grasps the spiny flora with a gloved hand, driving a wedge of its flesh into a specialised device. They hand me the seeds that pop loose, along with a small cup of pressed juice, carefully setting the rest aside. }
WAR_NPC_DUST_FARM_RET2_OPT_A	{Try the juice}
WAR_NPC_DUST_FARM_RET2_OPT_B	{Refuse it}
WAR_NPC_DUST_FARM_RET2_RES_A	{I nervously sip from the cup, feeling %NAME%'s beady gaze on me. The juice is surprisingly sweet, but I don't notice any immediate effect. Perhaps it only affects Vy'keen physiology.}
WAR_NPC_DUST_FARM_RET2_RES_B	{%NAME% shrugs and quaffs the juice themselves. Their eyes acquire an intense, shimmering quality, and the cup suddenly shatters<PROP>None<> in their hand. I leave before this situation gets any stranger.}
WAR_NPC_DUST_DESC_3	{This Vy'keen is snorting and huffing, their nostrils inflamed and their eyes streaming. They sneeze violently, a gritty glob of mucous narrowly missing me. Suddenly realising they are being observed, they stare back, defiant.}
DNT_WAR_NPC_DUST_LANG_3	{Grah! Grah! Grah! Grah! Grah!}
WAR_NPC_DUST_OPT_A_3	{Express disgust}
WAR_NPC_DUST_OPT_B_3	{Express concern}
WAR_NPC_DUST_OPT_C_3	{Marvel at the glob's size}
WAR_NPC_DUST_RES_A_3	{%NAME% shrugs. They wipe frustratedly at the fluid that continues to dribble from their eyes and nostrils.}
WAR_NPC_DUST_RES_B_3	{%NAME% grunts, annoyed. They wipe frustratedly at the fluid that continues to dribble from their eyes and nostrils.}
WAR_NPC_DUST_RES_C_3	{%NAME% guffaws, finding the humour in their condition, before another wave of sneezing overpowers them. They wipe frustratedly at the fluid that dribbles from their eyes and nostrils.}
WAR_NPC_DUST_RET_3	{Tapping their datapad with a sticky finger, they indicate they have been scoping out a local sentinel factory, but had to shelter from a sudden dust storm. Blinded and disoriented, they're no longer certain of their location.}
WAR_NPC_DUST_RET_OPT_A_3	{Assist with directions}
WAR_NPC_DUST_RET_OPT_B_3	{Assist with hazard protection}
WAR_NPC_DUST_RET_OPT_C_3	{Assist with stamina}
WAR_NPC_DUST_RET_RES_A_3	{%NAME% accepts the navigational aid appreciatively. This should accelerate their mission considerably. They thank me with an appropriate gift.}
WAR_NPC_DUST_RET_RES_B_3	{%NAME% accepts the resources appreciatively. This should allow them to endure the hazardous conditions for longer. They thank me with an appropriate gift.}
WAR_NPC_DUST_RET_RES_C_3	{%NAME% accepts the effigy appreciatively. This should allow them to endure the hazardous conditions for longer. They thank me with an appropriate gift.}
WAR_NPC_TOX_DESC_2	{This Vy'keen is fumbling with a datapad, thick fingers working to arrange various fungal symbols on a grid. They assess me, and seem to identify some quality that satisfies them.
With great seriousness, they indicate their mushroom arrangement, and the toxic landscape outside. I gather that they are <STELLAR>asking for my assistance<>...}
DNT_WAR_NPC_TOX_LANG_2	{My brothers were killed in glory... a noble death. Now I make plants for their well-earned sleep. Offer assist honour to interloper.}
WAR_NPC_TOX_OPT_A_2	{Offer botanical assistance}
WAR_NPC_TOX_OPT_B_2	{Leave}
WAR_NPC_TOX_RES_A_2	{The Vy'keen seems pleased to have enlisted my help. They show me an example of a fast-growing variety of fungal cluster, suggesting I should search for this species...}
WAR_NPC_TOX_RES_B_2	{The Vy'keen bellows at me to leave. They seem offended by my reluctance to assist.}
WAR_NPC_TOX_FARM_RET	{%NAME% greets me sombrely.}
WAR_NPC_TOX_FARM_RET_OPT_A	{Give samples}
WAR_NPC_TOX_FARM_RET_RES_A	{%NAME% sprinkles the mould into a hand-held incubation chamber. Moisture beads on the walls as the spores divide and grow. Within seconds, a miniature fungal forest has sprouted.
They pull out a number of stems, indicating I should choose which to feature in their arrangement.}
WAR_NPC_TOX_FARM_RET2_OPT_A	{Take the strongest stems}
WAR_NPC_TOX_FARM_RET2_OPT_B	{Take the tallest stems}
WAR_NPC_TOX_FARM_RET2_OPT_C	{Take the most colourful stems}
WAR_NPC_TOX_FARM_RET2_RES_A	{I press each fungal cluster in turn, picking out the most robust stems. The Vy'keen notices my pattern of selection and roars dramatically, their nostrils flaring wide. They indicate I should plant my chosen clusters outside.}
WAR_NPC_TOX_FARM_RET2_RES_B	{Some emotion is moved in the Vy'keen as they watch me pick out the tallest stems in the batch. This arrangement is obviously meaningful to them. They indicate I should plant my chosen clusters outside.}
WAR_NPC_TOX_FARM_RET2_RES_C	{I pick out the most vibrant of the fungal clusters. The Vy'keen seems surprised, but appreciative of my input. They indicate I should plant my chosen clusters outside.}
WAR_NPC_TOX_DESC_3	{The Vy'keen appears to have been using the rounded hilt of a dagger to crush something into a bowl. Gripping the instrument by its sharp blade, they have deliberately ground their own blood into the mixture.}
DNT_WAR_NPC_TOX_LANG_3	{Interloper interrupts ancient tradition of night blood clan. Brothers and sisters unstoppable in the darkness.}
WAR_NPC_TOX_OPT_A_3	{Ask about mixture}
WAR_NPC_TOX_OPT_B_3	{Examine mixture}
WAR_NPC_TOX_OPT_C_3	{Bind their wound}
WAR_NPC_TOX_RES_A_3	{With great pride, %NAME% shows me footage of their clan in battle. Striking at night, each Vy'keen warrior has blackened their Multi-Tool, suit, and skin with coagulated paint.
The contrast between the advanced, high-tech equipment and simple warpaint creates a surreal and terrifying display.}
WAR_NPC_TOX_RES_B_3	{The mixture is primarily a highly toxic strain of toadstool, bound into a paste with dark Vy'keen blood. Ritualistically prepared, it is unclear whether its purpose is purely cosmetic, or whether the toxicity has some other effect.}
WAR_NPC_TOX_RES_C_3	{%NAME% snarls, offended, and jerks their injured palm out of my reach.}
WAR_NPC_TOX_RET_DESC_3	{The warrior stares mistrustfully, seeming to weigh something up in their head.<DELAY>0.2<> Finally, decisively, they offer the bowl toward me, gesturing at my suited body.}
WAR_NPC_TOX_RET_OPT_A_3	{Offer gloved hand}
WAR_NPC_TOX_RET_OPT_B_3	{Offer ungloved hand}
WAR_NPC_TOX_RET_OPT_C_3	{Politely refuse}
WAR_NPC_TOX_RET_RES_A_3	{%NAME% daubs a little of the paste onto my exosuit. The nano-fibres immediately darken to a matte black, seeming to consume the light surrounding them. The effect is impressive for such an apparently simple mixture.
%NAME% smiles - a rare gesture for this aggressive species. They seem pleased with my participation in their ritual, and provide a small gift to assist my future battles.}
WAR_NPC_TOX_RET_RES_B_3	{%NAME% chuckles, impressed with my boldness, and daubs a little of the paste onto my bare hand. It tingles, burning cold - a sensation that soon spreads up my wrist, my arm, my shoulder.
The world tilts, and I have a sudden vision of myself speeding into battle, the muscles of a huge mount rippling beneath me. My sibling-warriors and I charge into the night, twin moons above. Bolts of glowing plasma pierce the darkness, extinguishing the crimson eyes that float around us.
The vision fades. My hand aches. %NAME%, watching my face, nods knowingly, and provides a large gift to assist my future battles.}
WAR_NPC_TOX_RET_RES_C_3	{As delicately as I can, I decline %NAME%'s offer, trying to convey that I am no Vy'keen warrior.
Seeming to understand my meaning, they are impressed with my respect for their people. They dismiss me with an approving grunt, their estimation of me re-evaluated.}
WAR_NPC_RAD_DESC_2	{The Vy'keen meets my eyes with a steely gaze and rigid posture. They tap at the military orders in their hand: they have been transferred to this planet to secure an ongoing source of Gamma Weed. The warrior honours me by <STELLAR>asking for my assistance<>.}
DNT_WAR_NPC_RAD_LANG_2	{Interloper. Accept honourable duty to contribute to High Command operations? Orders are secret, do not question.}
WAR_NPC_RAD_OPT_A_2	{Offer botanical assistance}
WAR_NPC_RAD_OPT_B_2	{Leave}
WAR_NPC_RAD_RES_A_2	{%NAME% barks at me. I must locate a naturally-occurring patch of Gamma Weed, and harvest a supply of root. Follow-up commands will be issued upon my return.}
WAR_NPC_RAD_RES_B_2	{%NAME% is stunned into speechlessness when I do not immediately sign up to help. They indicate they will wait here while I come to my senses.}
WAR_NPC_RAD_FARM_RET	{When I return, %NAME% is hand-packing what appears to be ammunition shells. They greet me with practiced formality.}
WAR_NPC_RAD_FARM_RET_OPT_A	{Give samples}
WAR_NPC_RAD_FARM_RET_RES_A	{The Vy'keen reviews the samples I have collected, and seems to find them acceptable. A specialised device slices off the blossoms and pushes out the seeds. These, they hand to me.
The radioactive roots are added to a collection, all at varying stages of dryness. I notice that the completely desiccated roots are what %NAME% is powdering and packing into shells.}
WAR_NPC_RAD_FARM_RET2_OPT_A	{Ask about shells}
WAR_NPC_RAD_FARM_RET2_OPT_B	{Request follow-up orders}
WAR_NPC_RAD_FARM_RET2_RES_A	{%NAME% gives me a long, hard look.
They eventually shake their head. They cannot share this technology. However, perhaps sensing tension in the question, they assure me that no sentient lifeforms will come to harm from these shells.
They gesture outside. I should plant these seeds in a suitable location to establish a farm. When I return, they will compensate me for my service.}
WAR_NPC_RAD_FARM_RET2_RES_B	{%NAME% gestures outside. I should plant these seeds in a suitable location to establish a farm. When I return, they will compensate me for my service.}
WAR_NPC_RAD_DESC_3	{This Vy'keen is pale and clammy; something is not right. Their eyes, squinting with effort, seem to follow the movement of some threat in the air between us, but I see nothing there.}
DNT_WAR_NPC_RAD_LANG_3	{Drones swarm... get away, weak interloper!}
WAR_NPC_RAD_OPT_A_3	{Touch the air}
WAR_NPC_RAD_OPT_B_3	{Aim Multi-Tool at air}
WAR_NPC_RAD_OPT_C_3	{Snap them out of it}
WAR_NPC_RAD_RES_A_3	{I stretch towards the space %NAME% is watching so warily. Unsurprisingly, my hand passes through thin air.
In a panic, as though to protect me, they grab my wrist and pull it down. Whatever they believe they see, they are convinced of its danger.}
WAR_NPC_RAD_RES_B_3	{I unholster my Multi-Tool and attempt to aim directly at the spot %NAME% is watching. They seem relieved to see the invisible threat addressed - then reel backwards, blinking rapidly.}
WAR_NPC_RAD_RES_C_3	{I shake %NAME% by the shoulders, trying to rattle the delusion from them.
There is a resounding smack as the Vy'keen's fist collides with my chest. This disorientation doesn't seem to have dulled their aggression, or their strength.}
WAR_NPC_RAD_RET_3	{The Vy'keen looks increasingly ill. A fresh wave of nausea threatens to overtake them, but their suit intervenes, allowing them to regain some composure.
Their overloaded hazard protection flashes a desperate red. The local radiation has extended it to the verge of failure. %NAME% will not last much longer in this state.}
WAR_NPC_RAD_RET_OPT_A_3	{Boost hazard protection}
WAR_NPC_RAD_RET_OPT_B_3	{Alert their commanding officer}
WAR_NPC_RAD_RET_OPT_C_3	{Snap them out of it}
WAR_NPC_RAD_RET_RES_A_3	{The Vy'keen's suit devours the resources gratefully, %NAME% themselves looking immediately rejuvenated. For a strange moment - so brief it could be illusion - a sympathetic echo seems to course through my own exosuit.
%NAME%'s breathing slows as the pain recedes. They remember themselves. Evidently, I have just saved a very wealthy warrior from certain death. They reward me generously, assuring me this will not be forgotten.}
WAR_NPC_RAD_RET_RES_B_3	{Recognising this as an emergency, I contact Vy'keen High Command, reporting %NAME%'s state to their battalion leader.
There is muttering and grunting on the transmission as the Vy'keen authorities confer. Finally, they thank me with a substantial payment, but urge me to avoid further contact with %NAME%.}
WAR_NPC_RAD_RET_RES_C_3	{I attempt to shout some sense into %NAME%, but it is no use. They rage feebly, mumbling something about sentinels, and urge me to take my shouting elsewhere.}
WAR_NPC_SHOP_DESC_1	{The Vy'keen is lazily crushing the bones of some unfortunate ex-creature between their fingertips, watching the dust spill to the floor. They look bored.}
DNT_WAR_NPC_SHOP_LANG_1	{Trading facility is boring! Nothing here for warrior! Nearly sleeping...}
WAR_NPC_SHOP_OPT_A_1	{Ask about boredom}
WAR_NPC_SHOP_OPT_B_1	{Ask about bones}
WAR_NPC_SHOP_RES_A_1	{%NAME% taps their empty holster. They're stuck waiting for their Multi-Tool to be repaired, and evidently find this shop unbearably dull.
Sighing, they gesture towards my exosuit, inquiring after its logs. They seem to be requesting entertainment. Anything to relieve their boredom.}
WAR_NPC_SHOP_RES_B_1	{%NAME% shrugs. They're just passing the time. The previous owner of these bones is feeling no pain now.
Sighing, they gesture towards my exosuit, inquiring after its logs. They seem to be requesting entertainment. Anything to relieve their boredom.}
WAR_NPC_SHOP_RET_OPT_A_1	{Share exploration data}
WAR_NPC_SHOP_RET_OPT_B_1	{Share combat data}
WAR_NPC_SHOP_RET_OPT_C_1	{Share trade data}
WAR_NPC_SHOP_RET_RES_A_1	{I access the data from some of the stranger planets I've visited, sharing records of gravity-defying rock formations, tragically-evolved creatures, gloriously weird flora.
The Vy'keen perks up, impressed by the scope of my travels. Sensing a fellow adventurer, they share coordinates for a local location they intend to explore themselves, once their Multi-Tool is ready.}
